source;type;quartile_2022
BMJ Supportive and Palliative Care;journal;Q1
Cancer Genomics and Proteomics;journal;Q2
Catalysis Communications;journal;Q2
Complex Analysis and Operator Theory;journal;Q2
Computers and Concrete;journal;Q1
Environmental Fluid Mechanics;journal;Q2
European Journal of Remote Sensing;journal;Q2
Frontiers of Structural and Civil Engineering;journal;Q1
Frontline Learning Research;journal;Q2
Geosciences (Switzerland);journal;Q2
Journal of the Air and Waste Management Association;journal;Q2
Journal of Transcultural Nursing;journal;Q1
Mobilization;journal;Q1
Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis;journal;Q2
Naunyn-Schmiedeberg's Archives of Pharmacology;journal;Q2
Plant Foods for Human Nutrition;journal;Q1
Research Ethics;journal;Q1
Acta Applicandae Mathematicae;journal;Q2
Current Protocols in Protein Science;journal;Q2
Eye and Contact Lens;journal;Q2
Frontiers in Big Data;journal;Q2
Immunity, inflammation and disease;journal;Q3
Journal of Otology;journal;Q2
Journal of Pharmaceutical Sciences;journal;Q2
Journal of Theoretical Probability;journal;Q2
Journal of Youth Studies;journal;Q1
South African Journal of Geology;journal;Q2
Advances in Human-Computer Interaction;journal;Q2
Annals of the Missouri Botanical Garden;journal;Q2
Argument and Computation;journal;Q1
Comptes Rendus Mathematique;journal;Q2
Conservation and Society;journal;Q2
Endocrine Journal;journal;Q2
Genome;journal;Q2
Intercultural Pragmatics;journal;Q1
Journal of Pediatric Urology;journal;Q2
Kidney and Blood Pressure Research;journal;Q2
Nephrology;journal;Q2
Oncology Research;journal;Q2
Open Access Rheumatology: Research and Reviews;journal;Q3
Sexualities;journal;Q1
Updates in Surgery;journal;Q2
Affilia - Journal of Women and Social Work;journal;Q1
Animal Genetics;journal;Q1
Cambridge Archaeological Journal;journal;Q1
Ecological Research;journal;Q2
Innate Immunity;journal;Q2
International Sociology;journal;Q1
Journal of Biotechnology;journal;Q2
Journal of Gene Medicine;journal;Q2
Journal of Plankton Research;journal;Q2
Marine Biodiversity Records;journal;Q2
Methods and Applications in Fluorescence;journal;Q2
Oncology Letters;journal;Q3
Regional Studies, Regional Science;journal;Q1
Veterinary Clinics of North America - Small Animal Practice;journal;Q1
Advanced Modeling and Simulation in Engineering Sciences;journal;Q1
Canadian Association of Radiologists Journal;journal;Q2
Clinical and Experimental Nephrology;journal;Q2
Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences;journal;Q2
Education Inquiry;journal;Q1
Entomologia Experimentalis et Applicata;journal;Q1
Environments - MDPI;journal;Q2
FEBS Open Bio;journal;Q2
Geomechanics and Engineering;journal;Q2
Interventional Neurology;journal;Q2
Journal of Global Operations and Strategic Sourcing;journal;Q2
Journal of Membrane Biology;journal;Q2
Mind, Brain, and Education;journal;Q2
Radiology and Oncology;journal;Q2
Respiratory Care;journal;Q2
Studia Mathematica;journal;Q2
Annals of the Institute of Statistical Mathematics;journal;Q2
Biocatalysis and Agricultural Biotechnology;journal;Q1
Current Issues in Molecular Biology;journal;Q2
Differential and Integral Equations;journal;Q2
Geocarto International;journal;Q1
International Journal of Pressure Vessels and Piping;journal;Q2
Journal of Clinical and Experimental Hepatology;journal;Q3
Journal of Demographic Economics;journal;Q1
Journal of Sport for Development;journal;Q1
JVC/Journal of Vibration and Control;journal;Q2
Language and Intercultural Communication;journal;Q1
Urologic Clinics of North America;journal;Q2
Virginia Law Review;journal;Q1
Accountability in Research;journal;Q1
Archives of Psychiatric Nursing;journal;Q2
BMC Biotechnology;journal;Q2
British Journal of Pain;journal;Q2
Canadian Journal of Microbiology;journal;Q2
Competitiveness Review;journal;Q2
European Journal of Dentistry;journal;Q1
Food Biophysics;journal;Q1
Intereconomics;journal;Q1
Journal of Emerging Technologies in Accounting;journal;Q2
Journal of the American Water Resources Association;journal;Q2
Journal of Tissue Engineering and Regenerative Medicine;journal;Q2
Operations Research for Health Care;journal;Q2
Palaeontologia Electronica;journal;Q1
Pediatric Radiology;journal;Q2
Police Practice and Research;journal;Q1
Progress in Biomaterials;journal;Q2
Renal Failure;journal;Q2
Research and Practice in Technology Enhanced Learning;journal;Q1
Social Currents;journal;Q1
Systems Biology in Reproductive Medicine;journal;Q2
Aging Medicine;journal;Q3
Corporate Communications;journal;Q2
Extremophiles;journal;Q2
Journal for Labour Market Research;journal;Q2
Journal of Civil Engineering and Management;journal;Q2
Journal of Clinical Densitometry;journal;Q2
Journal of Islamic Marketing;journal;Q2
Journal of Non-Crystalline Solids;journal;Q2
Journal of Tourism and Cultural Change;journal;Q1
Medical and Biological Engineering and Computing;journal;Q2
Nature Conservation;journal;Q2
Sport, Exercise, and Performance Psychology;journal;Q2
Transport in Porous Media;journal;Q2
BioScience Trends;journal;Q2
Complementary Therapies in Medicine;journal;Q1
Dental Materials Journal;journal;Q1
Frontiers in Computer Science;journal;Q2
Journal of Criminology;journal;Q1
Journal of Emotional and Behavioral Disorders;journal;Q2
Journal of Zoological Systematics and Evolutionary Research;journal;Q1
Nutrition and Dietetics;journal;Q2
Pain Practice;journal;Q2
Pathology Research and Practice;journal;Q2
Therapeutics and Clinical Risk Management;journal;Q1
American Journal of Physical Anthropology;journal;Q1
Cell Biochemistry and Biophysics;journal;Q2
Community, Work and Family;journal;Q1
Computer Applications in Engineering Education;journal;Q1
Critical Discourse Studies;journal;Q1
Drug Development Research;journal;Q2
Economia;journal;Q1
Engineering Optimization;journal;Q2
Geodiversitas;journal;Q1
Journal of Food Composition and Analysis;journal;Q1
Journal of Head Trauma Rehabilitation;journal;Q1
Journal of Library Administration;journal;Q1
Journal of Microelectromechanical Systems;journal;Q2
Mental Health and Prevention;journal;Q2
Multidisciplinary Journal of Educational Research;journal;Q1
Neuropsychopharmacology Reports;journal;Q2
Operational Research;journal;Q2
Particle and Particle Systems Characterization;journal;Q2
ACM Transactions on Management Information Systems;journal;Q2
Annals of Vascular Surgery;journal;Q2
Archaeometry;journal;Q1
Cancer Biotherapy and Radiopharmaceuticals;journal;Q2
Clinical and Experimental Pharmacology and Physiology;journal;Q2
Economic and Political Studies;journal;Q1
Eurasian Mining;journal;Q2
Female Pelvic Medicine and Reconstructive Surgery;journal;Q2
Forests;journal;Q1
Head and Neck Pathology;journal;Q2
IEEE Open Journal of Signal Processing;journal;Q2
International Journal of Dairy Technology;journal;Q1
Journal of Cardiovascular Pharmacology and Therapeutics;journal;Q2
Journal of Diabetes and Metabolic Disorders;journal;Q2
Journal of Instrumentation;journal;Q2
Journal of Social Work;journal;Q1
Journal of Translational Internal Medicine;journal;Q2
Latin American Perspectives;journal;Q1
Political Quarterly;journal;Q1
Review of Palaeobotany and Palynology;journal;Q2
Web Ecology;journal;Q2
Apidologie;journal;Q1
Biochemistry (Moscow);journal;Q2
Chemometrics and Intelligent Laboratory Systems;journal;Q2
European Educational Research Journal;journal;Q2
Food Quality and Safety;journal;Q1
IET Smart Cities;journal;Q1
Informatics in Education;journal;Q1
International Journal of Biometeorology;journal;Q2
International Journal of Modern Physics D;journal;Q2
Journal of Music Teacher Education;journal;Q1
Journal of Oral and Maxillofacial Surgery;journal;Q2
Journal of Sport and Exercise Psychology;journal;Q2
Korean Journal of Internal Medicine;journal;Q2
Open Quaternary;journal;Q1
Plant Signaling and Behavior;journal;Q2
Allergy and Asthma Proceedings;journal;Q2
Atmospheric and Oceanic Science Letters;journal;Q2
Crop Science;journal;Q1
Decision Analysis;journal;Q2
Joints;journal;Q1
Journal of Cancer Education;journal;Q2
Journal of Drugs in Dermatology;journal;Q2
Linguistica Antverpiensia, New Series – Themes in Translation Studies;journal;Q1
Ontario Health Technology Assessment Series;journal;Q2
Aquaculture and Fisheries;journal;Q2
Asian Journal of Shipping and Logistics;journal;Q2
Facets;journal;Q1
Future Medicinal Chemistry;journal;Q2
International Journal of Mobile Learning and Organisation;journal;Q2
International Review of Law and Economics;journal;Q1
Journal of Consumer Affairs;journal;Q1
Journal of Science and Technology Policy Management;journal;Q2
Land;journal;Q2
Lymphology;journal;Q2
Policing (Oxford);journal;Q1
Practical Neurology;journal;Q2
Surgical Oncology;journal;Q2
Advances in Applied Mechanics;book series;Q1
Bulletin of Mathematical Sciences;journal;Q2
Environment and Development Economics;journal;Q2
European Actuarial Journal;journal;Q2
International Journal of Geosynthetics and Ground Engineering;journal;Q1
International Journal of Public Sector Management;journal;Q1
Journal of Early Childhood Literacy;journal;Q2
Journal of Inorganic Biochemistry;journal;Q1
Journal of Internet Services and Applications;journal;Q2
Journal of Nutritional Science;journal;Q1
Journal of Texture Studies;journal;Q1
Journal of Thoracic Disease;journal;Q2
Mechanics Based Design of Structures and Machines;journal;Q2
Mediterranean Marine Science;journal;Q2
Nuclear and Radiation Safety;journal;Q2
Pharmaceutical Biology;journal;Q1
PharmacoEconomics - Open;journal;Q2
Scandinavian Journal of Caring Sciences;journal;Q2
BioPsychoSocial Medicine;journal;Q2
British Food Journal;journal;Q1
Computer;trade journal;Q2
Crisis;journal;Q2
Geo Journal;journal;Q2
Journal of Educational Research;journal;Q2
Journal of Neurolinguistics;journal;Q1
PACE - Pacing and Clinical Electrophysiology;journal;Q2
Trends and Issues in Crime and Criminal Justice;trade journal;Q1
Tumor Biology;journal;Q2
Yeast;journal;Q2
4OR;journal;Q2
Advanced Pharmaceutical Bulletin;journal;Q1
Dianli Zidonghua Shebei / Electric Power Automation Equipment;journal;Q2
IEEE Sensors Letters;journal;Q2
Interdisciplinary Toxicology;journal;Q2
JBJS Essential Surgical Techniques;journal;Q2
Journal of Family Business Management;journal;Q1
Journal of Investigational Allergology and Clinical Immunology;journal;Q3
Journal of Pathology Informatics;journal;Q2
Materials Today Communications;journal;Q2
Medical and Veterinary Entomology;journal;Q1
"Molecular genetics &amp; genomic medicine";journal;Q3
Pharmaceutical Research;journal;Q2
World's Poultry Science Journal;journal;Q1
Ancient Philosophy;journal;Q1
Biological Research for Nursing;journal;Q1
Chinese Journal of Physics;journal;Q2
Current Medical Research and Opinion;journal;Q2
Indian Journal of Labour Economics;journal;Q2
Industrial Health;journal;Q2
Integrating Materials and Manufacturing Innovation;journal;Q2
JMIR Diabetes;journal;Q2
Science and Technology of Archaeological Research;journal;Q1
World Archaeology;journal;Q1
Advances in Industrial and Manufacturing Engineering;journal;Q1
BMC Genomic Data;journal;Q3
CJC Open;journal;Q2
Communications in Algebra;journal;Q2
Contemporary Clinical Trials Communications;journal;Q2
Diabetology International;journal;Q2
Graphs and Combinatorics;journal;Q2
Journal of Aerosol Medicine and Pulmonary Drug Delivery;journal;Q2
Journal of Cancer Epidemiology;journal;Q2
Journal of Interactive Media in Education;journal;Q1
Journal of Molecular Histology;journal;Q2
Journal of Social Marketing;journal;Q2
Marine Biotechnology;journal;Q2
Molecular Genetics and Genomics;journal;Q2
Optimization Letters;journal;Q2
Theoretical Ecology;journal;Q2
AlterNative;journal;Q1
Asian Englishes;journal;Q1
Avian Research;journal;Q1
Breeding Science;journal;Q1
DARU, Journal of Pharmaceutical Sciences;journal;Q2
Diversity;journal;Q1
Journal of Cardiovascular Pharmacology;journal;Q2
Journal of Clinical Psychopharmacology;journal;Q2
Journal of Environmental Health Science and Engineering;journal;Q2
Journal of Hospitality and Tourism Insights;journal;Q2
Journal of Solar Energy Engineering, Transactions of the ASME;journal;Q2
Journal of Wood Science;journal;Q1
Neurophysiologie Clinique;journal;Q2
Science as Culture;journal;Q1
Water Waves;journal;Q2
Acta Psychologica;journal;Q1
BioMed Research International;journal;Q2
Chemical Engineering Science: X;journal;Q2
Cross-Cultural Research;journal;Q1
Current Research in Immunology;journal;Q3
CytoJournal;journal;Q2
International Journal of Developmental Neuroscience;journal;Q3
Journal of Accounting, Auditing and Finance;journal;Q1
Journal of Biophotonics;journal;Q1
Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology;journal;Q1
Journal of Industrial Engineering International;journal;Q2
Journal of Nonparametric Statistics;journal;Q2
Journal of Policy and Practice in Intellectual Disabilities;journal;Q2
Knowledge Management Research and Practice;journal;Q1
Pathology and Oncology Research;journal;Q2
Psychology and Sexuality;journal;Q1
Speech Communication;journal;Q1
Systems Engineering;journal;Q2
Adsorption;journal;Q2
Aquaculture International;journal;Q1
Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics;journal;Q1
Current Eye Research;journal;Q2
International Journal of Retina and Vitreous;journal;Q2
Latin American Journal of Sedimentology and Basin Analysis;journal;Q2
Social Work Education;journal;Q1
American Journal of Psychoanalysis;journal;Q2
British Journal of Politics and International Relations;journal;Q1
Bulletin des Sciences Mathematiques;journal;Q2
Chemical Engineering Research and Design;journal;Q2
China Information;journal;Q1
Communications of the Association for Information Systems;journal;Q2
Current Pharmacology Reports;journal;Q2
Educational Action Research;journal;Q2
